person_id,name,dob,wikidata_qid,match_status,match_notes
person-a1adca7cbcb7,Vũ Ngọc Long,1971-08-23,Q116868950,matched,name + DOB match via search
person-e44189ed88ac,Phan Viết Lượng,1967-02-01,,unmatched,no name candidates on Wikidata
person-313764e52a82,Điểu Huỳnh Sang,1980-12-25,,ambiguous,"name match, DOB unconfirmed: Q30921892"
person-57a43ccb2232,Phạm Trọng Nghĩa,1978-11-14,Q116941914,matched,name + DOB match via search
person-31786e3b14c2,Hoàng Văn Nghiệm,1968-09-02,Q61129021,matched,name + DOB match via search
person-38ea4833d176,Lưu Bá Mạc,1980-10-21,,unmatched,no name candidates on Wikidata
person-1fe5e67454ef,Triệu Quang Huy,1973-07-12,Q116941857,matched,name + DOB match via search
person-ba275763e633,Chu Thị Hồng Thái,1984-11-21,,unmatched,no name candidates on Wikidata
person-56493dcf9277,Trần Sỹ Thanh,1971-03-16,Q10829469,matched,name + DOB match via search
person-b3ea7087211c,Lâm Văn Mẫn,1970-12-10,,ambiguous,"name match, DOB unconfirmed: Q49054507"
person-dd3a62cfd0ab,Hoàng Thanh Tùng,1966-12-25,Q49054233,matched,name + DOB match via search
person-ff694703f58b,Phạm Thị Minh Huệ,1984-03-02,Q116976224,matched,name + DOB match via search
person-f62f07c863a1,Nguyễn Xuân Dắt,1967-01-14,,ambiguous,"name match, DOB unconfirmed: Q61129337"
person-34c6f959b688,Tô Ái Vang,1975-05-29,,ambiguous,"name match, DOB unconfirmed: Q47506365"
person-2b1be5f0ea20,Lý Đức (Thượng tọa Lý Minh Đức),1970-04-24,,unmatched,no name candidates on Wikidata
person-0d6074995bda,Triệu Thị Ngọc Diễm,1985-02-02,Q116976243,matched,name + DOB match via search
person-1275f43f332f,Trần Quốc Nam,1971-12-27,,ambiguous,"name match, DOB unconfirmed: Q107265355"
person-fb2c29f023a5,Nguyễn Đình Khang,1967-05-23,,ambiguous,"name match, DOB unconfirmed: Q30919781"
person-dc9e569234cf,Chamaléa Thị Thủy,1983-04-20,Q116779257,matched,name + DOB match via search
person-f6d100dc1b77,Phan Xuân Dũng,1960-05-20,,ambiguous,"pool name match, DOB unconfirmed: Q10805139"
person-cb89f2621339,Đàng Thị Mỹ Hương,1973-06-24,,unmatched,no name candidates on Wikidata
person-e16632e06f7f,Nguyễn Văn Thuận,1958-01-15,,ambiguous,"pool name match, DOB unconfirmed: Q10799983"
person-38eb3aa511f7,Vương Quốc Thắng,1975-05-14,Q116970319,matched,name + DOB match via search
person-8a4c208af5ce,Đặng Thị Bảo Trinh,1986-03-28,,unmatched,no name candidates on Wikidata
person-5da5bc0aa4bc,Lê Văn Dũng,1966-10-20,,ambiguous,"pool name match, DOB unconfirmed: Q10787909"
person-57ed55d5d8aa,Dương Văn Phước,1967-05-29,Q116970325,matched,name + DOB match via search
person-f34582ec511d,Tạ Văn Hạ,1970-01-24,Q30921861,matched,name + DOB match via search
person-c790904e5d1e,Nguyễn Đức Hải,1961-07-29,,ambiguous,"pool name match, DOB unconfirmed: Q10800176"
person-b0e2b2af1c51,Phan Thái Bình,1974-08-12,,ambiguous,"name match, DOB unconfirmed: Q47506357"
person-17e7d99c5a9f,Hồ Thị Kim Ngân,1978-03-02,,ambiguous,"name match, DOB unconfirmed: Q99504010"
person-9c90afe0c182,Nguyễn Thị Thủy,1977-12-15,,ambiguous,"name match, DOB unconfirmed: Q30090896, Q2672717, Q98461658"
person-7dac5167d21e,Hà Sỹ Huân,1978-06-16,Q116858893,matched,name + DOB match via search
person-9864742fbc3c,Hoàng Duy Chinh,1968-09-15,,ambiguous,"name match, DOB unconfirmed: Q30921831"
person-ef37460f9395,Nguyễn Thị Huế,1984-01-04,,ambiguous,"pool name match, DOB unconfirmed: Q10799613"
person-95b676ce1ed0,Hoàng Văn Hữu,1966-05-25,,ambiguous,"name match, DOB unconfirmed: Q97166858"
person-a7f266464def,Đặng Ngọc Huy,1975-12-25,Q116728517,matched,name + DOB match via search
person-a53e45be8a85,Trần Thị Hồng An,1971-12-11,Q116976173,matched,name + DOB match via search
person-66d1d947c34b,Đinh Thị Phương Lan,1976-06-05,,unmatched,no name candidates on Wikidata
person-052cf34d315b,Lương Văn Hùng,1976-06-10,,unmatched,no name candidates on Wikidata
person-49df5cb7ea20,Vũ Thị Liên Hương,1972-06-01,,unmatched,no name candidates on Wikidata
person-0a56281267cf,Trần Quang Phương,1961-05-06,,ambiguous,"name match, DOB unconfirmed: Q24956399"
person-8ec940187f97,Huỳnh Thị Ánh Sương,1976-06-16,Q116976150,matched,name + DOB match via search
person-6c268422b3ee,Trần Văn Nam (Trần Quốc Tuấn),1963-08-30,,unmatched,no name candidates on Wikidata
person-40c3cd9580f5,Nguyễn Văn Dành,1966-11-11,,ambiguous,"name match, DOB unconfirmed: Q30921699, Q248849, Q25417949, Q86010559"
person-2dac281d7f91,Trần Công Phàn,1960-07-13,,ambiguous,"name match, DOB unconfirmed: Q49055020"
person-0d81365d891d,Nguyễn Thị Ngọc Xuân,1985-09-29,Q116866378,matched,name + DOB match via search
person-bb21895c36cf,Nguyễn Quang Huân,1964-12-20,,unmatched,no name candidates on Wikidata
person-ff2ad8dfbec5,Phạm Trọng Nhân (Út Nhân),1972-03-20,,unmatched,no name candidates on Wikidata
person-610b740fcae4,Nguyễn Hoàng Bảo Trân,1975-06-22,,unmatched,no name candidates on Wikidata
person-3dc511ea241c,Vũ Huy Khánh,1974-07-02,,unmatched,no name candidates on Wikidata
person-9297aee0db0c,Nguyễn Tân Cương,1966-02-12,,ambiguous,"pool name match, DOB unconfirmed: Q20025996"
person-f3998cea9d0f,Lê Văn Khảm,1969-03-20,Q116867152,matched,name + DOB match via search
person-e659a98a66db,Nguyễn Văn Riễn (Linh mục Nguyễn Văn Riễn),1955-12-20,,unmatched,no name candidates on Wikidata
person-77f95fc00e04,Tô Lâm,1957-07-10,Q10831196,matched,name + DOB match via search
person-233c00693447,Đỗ Tiến Sỹ,1965-11-02,,ambiguous,"name match, DOB unconfirmed: Q24957814"
person-f6e3aa8c6759,Đoàn Thị Thanh Mai,1971-11-13,,ambiguous,"name match, DOB unconfirmed: Q47506301"
person-4f9721662f42,Phạm Đình Toản,1966-05-26,,ambiguous,"name match, DOB unconfirmed: Q47506304"
person-835422f497e8,Vũ Hồng Luyến,1983-03-29,Q116922962,matched,name + DOB match via search
person-7f20a305c1e7,Nguyễn Đại Thắng,1975-08-22,Q116922961,matched,name + DOB match via search
person-f484611adcc9,Đào Hồng Vận,1973-04-22,Q116784170,matched,name + DOB match via search
person-bae701cb286e,Lại Xuân Môn,1963-11-29,,ambiguous,"name match, DOB unconfirmed: Q30921862"
person-82ffb7e63ca8,Đỗ Quang Thành,1965-10-19,,ambiguous,"name match, DOB unconfirmed: Q30921906"
person-4ee4265acedb,Đoàn Thị Lê An,1979-02-26,,unmatched,no name candidates on Wikidata
person-1ccf05ee1b60,Bế Minh Đức,1974-02-15,,unmatched,no name candidates on Wikidata
person-6f0c03e7548a,Đàm Minh Diện,1970-02-07,Q116787767,matched,name + DOB match via search
person-e7427c0ef1fe,Nguyễn Đình Việt,1977-07-09,Q116784854,matched,name + DOB match via search
person-8d68e56c2ba4,Ngô Trung Thành,1975-01-29,,unmatched,no name candidates on Wikidata
person-305c626425f6,Lê Ngọc Hải,1970-02-07,Q47506358,matched,name + DOB match via search
person-0627128b70a9,Nguyễn Thị Xuân,1967-10-25,,ambiguous,"name match, DOB unconfirmed: Q30921212, Q85866735, Q90218932"
person-5433d8dbe73d,Bùi Thị Minh Hoài,1965-01-12,Q49054637,matched,name + DOB match via search
person-7c68c8e56950,Lưu Văn Đức,1967-02-18,,ambiguous,"name match, DOB unconfirmed: Q30922071"
person-123814431f38,Lê Thị Thanh Xuân,1977-12-15,,unmatched,no name candidates on Wikidata
person-e95fc88bdeb5,Nguyễn Thị Thu Nguyệt,1972-09-25,Q116874292,matched,name + DOB match via search
person-18b20443a23c,Phúc Bình Niê Kdăm,1983-09-08,Q116875328,matched,name + DOB match via search
person-19238f03a8f5,Y Vinh Tơr,1976-08-16,,ambiguous,"name match, DOB unconfirmed: Q109679197"
person-d3edd5d9d4c7,Nguyễn Hồng Diên,1965-03-16,,ambiguous,"pool name match, DOB unconfirmed: Q10799140"
person-1abb82358ec4,Nguyễn Đức Dũng,1967-08-04,,ambiguous,"pool name match, DOB unconfirmed: Q10800170"
person-d99eb5bcf122,Tống Văn Băng,1974-07-17,Q116788781,matched,name + DOB match via search
person-160d71982db5,Nguyễn Minh Quang,1969-06-29,,ambiguous,"pool name match, DOB unconfirmed: Q10799285, Q10799286"
person-e3a95850e4c1,Nguyễn Chu Hồi,1952-05-15,,unmatched,no name candidates on Wikidata
person-b5e16ddebf5b,Lã Thanh Tân,1967-10-02,,ambiguous,"name match, DOB unconfirmed: Q30921638"
person-18ffe7a6e7bd,Vương Đình Huệ,1957-03-15,,ambiguous,"pool name match, DOB unconfirmed: Q2595973"
person-cc0b845b9f86,Đỗ Mạnh Hiến,1969-11-10,,ambiguous,"name match, DOB unconfirmed: Q109743824"
person-7eccd5f3fd77,Vũ Thanh Chương,1968-05-09,,ambiguous,"name match, DOB unconfirmed: Q86012870"
person-01ed14795606,Bố Thị Xuân Linh,1970-03-01,Q30921893,matched,name + DOB match via search
person-487c77d65d26,Lê Quang Huy,1966-09-19,,ambiguous,"pool name match, DOB unconfirmed: Q10787782"
person-1bf388729db4,Dương Văn An,1971-02-15,,ambiguous,"name match, DOB unconfirmed: Q5315885, Q30924063"
person-abc50360585c,Phạm Thị Hồng Yến,1975-08-07,Q116872722,matched,name + DOB match via search
person-f738433ed76e,Nguyễn Hữu Thông,1981-11-25,Q116869155,matched,name + DOB match via search
person-605a0ba8e9f2,Trần Hồng Nguyên,1969-05-26,,ambiguous,"name match, DOB unconfirmed: Q30921901"
person-fd04cf997fa7,Đặng Hồng Sỹ,1976-01-20,Q116800224,matched,name + DOB match via search
person-8c66f95f51f3,Phạm Bình Minh,1959-03-26,Q10806892,matched,name + DOB match in NA-member pool
person-e6aed1352749,Nguyễn Tâm Hùng,1969-06-04,Q116796826,matched,name + DOB match via search
person-3169ac9df185,Huỳnh Thị Phúc,1976-02-17,Q116857381,matched,name + DOB match via search
person-283cdbe218f6,Nguyễn Thị Yến (Nguyễn Thị Phấn),1965-08-14,,unmatched,no name candidates on Wikidata
person-64ea09fa15f9,Dương Tấn Quân,1985-10-21,,unmatched,no name candidates on Wikidata
person-4ca19919eca7,Đỗ Văn Yên,1968-07-10,,ambiguous,"name match, DOB unconfirmed: Q118251176"
person-e9b50fe5ea9c,Nguyễn Phú Cường,1967-06-19,,ambiguous,"name match, DOB unconfirmed: Q27793240, Q24957809"
person-b2671d63ac75,Trịnh Xuân An,1982-05-16,Q116883849,matched,name + DOB match via search
person-a8a18176ded1,Nguyễn Thị Như Ý (VY),1973-11-02,,unmatched,no name candidates on Wikidata
person-0ab7c2f57c50,Vũ Hồng Văn,1976-02-03,,ambiguous,"name match, DOB unconfirmed: Q109439518"
person-8acdab43774f,Lê Hoàng Hải,1970-08-02,Q116884417,matched,name + DOB match via search
person-9a6e5719c659,Bùi Xuân Thống,1976-04-17,,unmatched,no name candidates on Wikidata
person-788bd06f1a05,Quản Minh Cường,1969-06-26,,ambiguous,"name match, DOB unconfirmed: Q118250026"
person-3c5e56e797de,Đỗ Huy Khánh,1977-05-30,,unmatched,no name candidates on Wikidata
person-da87c9d863cf,Nguyễn Công Long,1970-04-05,Q116884867,matched,name + DOB match via search
person-89e40afa2844,Đỗ Thị Thu Hằng,1971-06-07,,ambiguous,"name match, DOB unconfirmed: Q30921772"
person-e5591eed1e7d,Vũ Hải Hà,1969-03-01,,ambiguous,"name match, DOB unconfirmed: Q30921776"
person-690950fda331,Thổ Út,1970-04-26,,unmatched,no name candidates on Wikidata
person-f83d2281ef84,Phạm Trường Sơn,1967-12-27,Q116768511,matched,name + DOB match via search
person-db9fbfd3a20f,"Nguyễn Thị Sửu (Nguyễn Thị Hường, Kê Sửu)",1973-11-09,,unmatched,no name candidates on Wikidata
person-4bbb98ebbd41,Nguyễn Thanh Hải,1972-05-21,,ambiguous,"pool name match, DOB unconfirmed: Q10799486"
person-fbb16e5f908f,Phạm Như Hiệp,1965-08-10,,ambiguous,"name match, DOB unconfirmed: Q30922040"
person-ac315242661a,Lê Hoài Trung,1961-04-27,,ambiguous,"name match, DOB unconfirmed: Q10787630, Q132529172"
person-fc9d2bf09d8d,Lê Trường Lưu,1963-01-23,,ambiguous,"name match, DOB unconfirmed: Q24957825"
person-665324a49744,Nguyễn Hải Nam,1977-10-02,Q117001301,matched,name + DOB match via search
person-eab8755a8bfa,Bùi Mạnh Khoa,1972-06-02,Q117000819,matched,name + DOB match via search
person-862733b50268,Trần Văn Thức,1969-12-20,,ambiguous,"pool name match, DOB unconfirmed: Q10829626"
person-0a86a0f45f5b,Võ Mạnh Sơn,1971-07-13,Q117000832,matched,name + DOB match via search
person-8f428b89e77b,Lương Cường,1957-08-15,Q18459548,matched,name + DOB match via search
person-a63ce86af03f,Mai Văn Hải,1973-12-23,Q117000838,matched,name + DOB match via search
person-5c7697c8eb8f,Cao Mạnh Linh,1982-01-23,,ambiguous,"name match, DOB unconfirmed: Q117000848"
person-c21213902d00,Đào Ngọc Dung,1962-06-06,Q10840462,matched,name + DOB match via search
person-7c0146724b06,Vũ Xuân Hùng,1967-05-06,,ambiguous,"name match, DOB unconfirmed: Q30921677"
person-6a46de7118ea,Cầm Thị Mẫn,1970-11-12,,unmatched,no name candidates on Wikidata
person-59b67de2a2df,Cao Thị Xuân,1969-09-18,,ambiguous,"pool name match, DOB unconfirmed: Q10744274"
person-57fcfd8251d8,Lê Văn Cường,1978-08-28,,ambiguous,"pool name match, DOB unconfirmed: Q10787906"
person-20e9959088db,Lê Thanh Hoàn,1976-08-01,Q117000843,matched,name + DOB match via search
person-eb138ae047bd,Lại Thế Nguyên,1970-06-22,Q116730645,matched,name + DOB match via search
person-9518776078cf,Phạm Thị Xuân,1991-10-11,,unmatched,candidates found but no name match (1 searched)
person-e5ed12a2c626,Võ Văn Thưởng,1970-12-13,Q10833302,matched,name + DOB match via search
person-36b3e5b29275,Trần Đình Chung,1967-08-25,,ambiguous,"name match, DOB unconfirmed: Q109452118"
person-733804d6dfce,Trần Chí Cường,1973-02-15,,ambiguous,"name match, DOB unconfirmed: Q107432648"
person-c0ea9c1e2ee8,Nguyễn Văn Quảng,1969-08-23,Q61129687,matched,name + DOB match via search
person-1ee3626e08ab,Nguyễn Thị Kim Thúy,1967-09-11,,ambiguous,"pool name match, DOB unconfirmed: Q10799642"
person-db7f4084b7fe,Nguyễn Duy Minh,1982-07-26,Q116848857,matched,name + DOB match via search
person-ea5d2c902f1d,Nguyễn Quốc Hùng,1969-04-19,,ambiguous,"name match, DOB unconfirmed: Q136339545, Q10799443, Q30921477, Q136449747"
person-8b9ff571eb50,Trần Văn Khải,1975-09-15,Q116909017,matched,name + DOB match via search
person-3eba20601764,Phạm Hùng Thắng,1974-05-17,Q116909018,matched,name + DOB match via search
person-b17e117e6536,Trương Quốc Huy,1970-06-19,,ambiguous,"name match, DOB unconfirmed: Q3541424, Q109421964"
person-c8d12b1a7ac9,Lê Thị Nga,1964-12-20,,ambiguous,"pool name match, DOB unconfirmed: Q10787854"
person-9839becd02f6,Trần Thị Hiền,1974-12-22,,ambiguous,"pool name match, DOB unconfirmed: Q10829505, Q10829506"
person-8da303b7f1db,Phạm Đại Dương,1974-02-06,,ambiguous,"name match, DOB unconfirmed: Q61132836"
person-17649da452e0,Đỗ Chí Nghĩa,1975-01-05,Q116970024,matched,name + DOB match via search
person-ab9061f9d1f5,Dương Bình Phú,1969-08-25,Q116970144,matched,name + DOB match via search
person-5ef4be00680f,Lê Quang Đạo,1971-03-23,,ambiguous,"name match, DOB unconfirmed: Q6507548, Q98132926"
person-fb744d81ca3a,Lê Văn Thìn,1976-08-20,Q116970164,matched,name + DOB match via search
person-0edffd1f0251,Lê Đào An Xuân,1983-01-09,,ambiguous,"name match, DOB unconfirmed: Q109439382"
person-193ddd81bbae,Hoàng Trung Dũng,1971-05-21,Q120751695,matched,name + DOB match via search
person-b417d22411f0,Trần Đình Gia,1969-11-11,Q30921725,matched,name + DOB match via search
person-0521148fa669,Bùi Thị Quỳnh Thơ,1976-08-28,,unmatched,no name candidates on Wikidata
person-f662ad6334f8,Hà Thọ Bình,1968-12-04,,unmatched,no name candidates on Wikidata
person-46097f5692b8,Lê Anh Tuấn,1976-02-23,,ambiguous,"name match, DOB unconfirmed: Q30924004, Q10787563, Q139386669"
person-36e3c600b3d6,Lê Minh Hưng,1970-12-11,Q24254499,matched,name + DOB match via search
person-2f0582438e86,Phan Thị Nguyệt Thu,1974-09-29,Q116909726,matched,name + DOB match via search
person-d066c9a5d5a6,Nguyễn Khắc Định,1964-01-03,,ambiguous,"name match, DOB unconfirmed: Q30920504"
person-2fec89e42464,Nguyễn Văn Huy,1979-01-02,Q116982934,matched,name + DOB match via search
person-0b7ecbcac7c2,Trần Khánh Thu,1982-11-26,,unmatched,no name candidates on Wikidata
person-dd979c56628d,Nguyễn Văn An,1968-11-30,Q116982950,matched,name + DOB match via search
person-1a97b070a768,Nguyễn Thị Thu Dung,1969-08-04,,unmatched,no name candidates on Wikidata
person-f8cb488d20f8,Phan Đức Hiếu,1974-05-19,Q116982958,matched,name + DOB match via search
person-514a584934c6,Ngô Đông Hải,1970-10-25,Q49054673,matched,name + DOB match via search
person-37d34e1ea066,Lại Văn Hoàn,1974-01-08,Q116707263,matched,name + DOB match via search
person-cbdd3451fc4f,Nguyễn Văn Thân,1955-02-02,,ambiguous,"pool name match, DOB unconfirmed: Q10799987"
person-35bd6142cd2d,Trần Quốc Tuấn,1970-02-08,,ambiguous,"name match, DOB unconfirmed: Q511375, Q138427325, Q49055799"
person-d97312bcaa1b,Phạm Thị Hồng Diễm,1979-01-01,,unmatched,no name candidates on Wikidata
person-4a3ddb8aad38,Thạch Phước Bình,1978-09-28,,ambiguous,"name match, DOB unconfirmed: Q30922023"
person-23b924c9716b,Ngô Chí Cường,1967-09-11,,ambiguous,"name match, DOB unconfirmed: Q704291, Q30922015"
person-127a4885c36b,Huỳnh Thị Hằng Nga,1982-08-28,Q117014367,matched,name + DOB match via search
person-b352c859935b,Bế Trung Anh,1966-10-25,Q117014363,matched,name + DOB match via search
